Date,Open,High,Low,Close,Volume,Ticker
2021-05-03 00:00:00-04:00,138.2012841319243,139.23435527723498,137.27292388965012,138.63406372070312,2128641,MMM
2021-05-04 00:00:00-04:00,138.5503232219745,139.29721019490373,137.88720498853877,139.17156982421875,2247284,MMM
2021-05-05 00:00:00-04:00,139.6043358954108,140.80493198413944,138.1245361538821,140.6094970703125,2414126,MMM
2021-05-06 00:00:00-04:00,140.49778881403606,141.3563545942677,139.92542011958406,141.28656005859375,2201358,MMM
2021-05-07 00:00:00-04:00,141.21674113447477,142.3056580912721,140.46985431606922,141.7472381591797,2204946,MMM
2021-05-10 00:00:00-04:00,143.09443033013764,145.85161388367518,142.43829289747325,144.7208251953125,3842389,MMM
2021-05-11 00:00:00-04:00,144.21128309068365,144.4276729244392,141.27959382771755,142.2009735107422,3052790,MMM
2021-05-12 00:00:00-04:00,142.11024409396222,142.18701936888627,138.74577499040907,138.81558227539062,2667798,MMM
2021-05-13 00:00:00-04:00,138.6549937140651,142.42430564391185,138.48048829622869,141.98455810546875,2014423,MMM
2021-05-14 00:00:00-04:00,142.39641195653257,143.17820250335652,141.70537086965086,142.6616668701172,1764578,MMM
2021-05-17 00:00:00-04:00,142.81521202346892,143.33872831798396,142.1800168386696,143.17120361328125,1833109,MMM
2021-05-18 00:00:00-04:00,143.08745052832424,143.2200843520623,141.5657665661048,141.71932983398438,2119073,MMM
2021-05-19 00:00:00-04:00,140.93755744830688,141.4889839929012,139.13665705292067,141.419189453125,2655359,MMM
2021-05-20 00:00:00-04:00,141.39809830690243,142.1715777319413,140.98323020332043,141.7918701171875,1689350,MMM
2021-05-21 00:00:00-04:00,141.83400221153815,143.2754791107574,141.39101869804293,141.93948364257812,1838491,MMM
2021-05-24 00:00:00-04:00,142.60047016887387,143.10674261515007,141.9816970119672,142.4668731689453,1828923,MMM
2021-05-25 00:00:00-04:00,142.63565320104345,142.74112183191528,141.59497975823479,141.83404541015625,1817202,MMM
2021-05-26 00:00:00-04:00,141.4754359834618,141.89029120959378,140.84258575032283,141.7426300048828,2209371,MMM
2021-05-27 00:00:00-04:00,142.74110883959634,143.430203007051,142.47391482181717,142.9098663330078,2939290,MMM
2021-05-28 00:00:00-04:00,143.3598989930811,143.71851028093022,142.60048383474316,142.7692413330078,2082475,MMM
2021-06-01 00:00:00-04:00,144.13333952694322,144.21069258116964,142.42466856104022,142.88172912597656,1874491,MMM
2021-06-02 00:00:00-04:00,143.25442446486295,143.42318197128944,142.29110410843114,142.94503784179688,2245370,MMM
2021-06-03 00:00:00-04:00,142.3895608259328,143.91542352982287,141.90438453021358,143.21226501464844,2274912,MMM
2021-06-04 00:00:00-04:00,143.52161806730493,144.9349668650763,143.28253960851362,144.8857421875,2234846,MMM
2021-06-07 00:00:00-04:00,145.09672171945056,145.42017257318105,142.9591178467843,143.2544403076172,1831196,MMM
2021-06-08 00:00:00-04:00,142.03796407949227,143.47240932699515,141.4332550169849,143.15599060058594,2034874,MMM
2021-06-09 00:00:00-04:00,143.13489734975278,143.14192944747998,141.99578734401237,142.5583038330078,2042290,MMM
2021-06-10 00:00:00-04:00,143.54975738875086,144.1263380408177,142.58642421570474,142.83253479003906,2335908,MMM
2021-06-11 00:00:00-04:00,143.27554197248432,144.0771498709277,141.70046740184597,142.6075439453125,2028775,MMM
2021-06-14 00:00:00-04:00,142.24187009181915,143.15597853843113,140.92697061393,141.5879364013672,2088096,MMM
2021-06-15 00:00:00-04:00,141.89733283029648,141.93952541512968,140.3011621947593,141.06057739257812,2045040,MMM
2021-06-16 00:00:00-04:00,141.0324635366752,141.32778599635245,138.38858709908584,138.4589080810547,2654761,MMM
2021-06-17 00:00:00-04:00,138.38154810886022,138.87375646124008,135.70954341156127,137.2143096923828,3091540,MMM
2021-06-18 00:00:00-04:00,135.73768865446868,136.11036422201755,134.67591874157947,134.7251434326172,6045302,MMM
2021-06-21 00:00:00-04:00,136.12439655495382,138.26200007779343,136.12439655495382,137.26351928710938,3023966,MMM
2021-06-22 00:00:00-04:00,136.9400707086586,137.85417926724708,136.483022845512,137.2143096923828,2120030,MMM
2021-06-23 00:00:00-04:00,136.97520950550526,137.41117383836473,135.20324945172192,135.25950622558594,3559894,MMM
2021-06-24 00:00:00-04:00,135.92049289321113,136.22987953245874,134.75325448207056,135.89236450195312,2621393,MMM
2021-06-25 00:00:00-04:00,136.0048563515352,137.34788416130624,135.92047119123467,136.94004821777344,7385898,MMM
2021-06-28 00:00:00-04:00,137.6502261331659,138.46589794603423,136.68690596778885,138.17056274414062,2512198,MMM
2021-06-29 00:00:00-04:00,137.9596488024674,139.1057908262721,137.62213379961113,137.84010314941406,2222168,MMM
2021-06-30 00:00:00-04:00,137.74866821873746,139.9143868688386,137.49552560649636,139.6682891845703,3100032,MMM
2021-07-01 00:00:00-04:00,140.24491818929513,140.3996115013249,139.04953861328352,139.9917755126953,2222048,MMM
2021-07-02 00:00:00-04:00,139.7386643864291,140.8355948455367,139.18317989011584,140.55433654785156,1929028,MMM
2021-07-06 00:00:00-04:00,138.10732443942464,139.0706448679567,136.9471052676477,138.44483947753906,3045494,MMM
2021-07-07 00:00:00-04:00,137.91042335407897,140.67383223669154,137.91042335407897,140.533203125,2027220,MMM
2021-07-08 00:00:00-04:00,139.57690179457487,140.3152206698802,138.74717848815163,139.41517639160156,2591852,MMM
2021-07-09 00:00:00-04:00,140.42068232061345,141.96762799258087,140.1042508241925,141.33477783203125,2925536,MMM
2021-07-12 00:00:00-04:00,139.2956223002774,141.6582269417144,139.1549932103358,140.6175537109375,2588144,MMM
2021-07-13 00:00:00-04:00,140.69493468649964,141.42622149805706,140.03396885001303,140.3503875732422,2019207,MMM
2021-07-14 00:00:00-04:00,141.0394907412971,142.8677078860949,140.63868682257308,142.62159729003906,2939409,MMM
2021-07-15 00:00:00-04:00,141.63717590879472,142.57940000969887,141.0043256107492,142.4528350830078,2557885,MMM
2021-07-16 00:00:00-04:00,142.82548815598008,142.8887641932357,139.86519362940572,140.1886444091797,2959024,MMM
2021-07-19 00:00:00-04:00,139.07764946136632,139.60501820816248,137.1931887325235,138.91592407226562,3762975,MMM
2021-07-20 00:00:00-04:00,139.46438979744715,142.1926379681766,139.27453602107965,141.20822143554688,3328827,MMM
2021-07-21 00:00:00-04:00,141.42622312520857,142.6567503770421,140.60351903659367,141.17308044433594,2390924,MMM
2021-07-22 00:00:00-04:00,141.6933948688888,141.79184421962637,139.70346555220732,139.97769165039062,2033798,MMM
2021-07-23 00:00:00-04:00,140.99024522410122,141.36292069595032,139.8862958346754,140.97618103027344,1878557,MMM
